Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
fractal-color-red,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,FRACTAL-COLOR-RED-GALLERY-WRAPPED-CANVAS-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_Red_no1_No_Frame-24x36.png?v=1750700202,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_Red_no1_No_Frame-36x48_307ab4b9-ffb1-45f7-b752-56a4ea25cc0b.png?v=1749669694,lb,,,
fractal-color-red,,,,,,,,,36x48,,,Canvas Roll,,,,,FRACTAL-COLOR-RED-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-Fractal-Red.png?v=1750700202,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_Red_no1_No_Frame-36x48_307ab4b9-ffb1-45f7-b752-56a4ea25cc0b.png?v=1749669694,lb,,,
fractal-color-red,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,FRACTAL-COLOR-RED-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_002.png?v=1750700202,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_Red_no1_No_Frame-24x36.png?v=1750700202,lb,,,
fractal-color-red,,,,,,,,,24x36,,,Canvas Roll,,,,,FRACTAL-COLOR-RED-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Fractal-Red-1b.png?v=1750811277,6,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_Red_no1_No_Frame-24x36.png?v=1750700202,lb,,,
fractal-color-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Fractal-Red-1a.png?v=1750811304,7,"",,,,,,,,,,,,,,,,,,,,,,,
intersecting-perspectives-no3,Intersecting Perspective No3,"<p>Intersecting Perspectives No3 from the Geometric Intersect collection showcases a sophisticated geometric abstract composition featuring intersecting lines and perspective shifts that create a complex visual narrative. This artwork demonstrates how linear elements can intersect to generate new spatial relationships and dimensional illusions that challenge conventional perspective. The carefully orchestrated intersections create points of convergence and divergence that guide the viewer's eye through a maze of geometric relationships, each offering a different viewpoint on the same fundamental structure. The interplay between foreground and background elements generates depth and movement, while the strategic use of color helps differentiate between various perspective planes.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Geometric Intersect,true,Size,24x36,,Print Type,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO3-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.3_48x72_a70321fa-8f7c-47ba-a65c-dc87fafbe8a8.png?v=1750808493,1,"",false,Intersecting Perspectives No3 24x36 Gallery Wrapped Canvas,"Intersecting Perspectives No3from the Geometric Intersect collection showcases a sophisticated geometric abstract composition featuring intersecting lines and perspective shifts that create a complex visual narrative. This artwork demonstrates how linear elements can intersect to generate new spatial relationships and dimensional illusions that challenge conventional perspective. The carefully orchestrated intersections create points of convergence and divergence that guide the viewer's eye through a maze of geometric relationships, each offering a different viewpoint on the same fundamental structure. The interplay between foreground and background elements generates depth and movement, while the strategic use of color helps differentiate between various perspective planes.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,white; black,,,,lb,,,active
intersecting-perspectives-no3,,,,,,,,,24x36,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO3-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.3-32x48.png?v=1750808493,2,"",,,,,,,,,,,,,,,,,,,,lb,,,
intersecting-perspectives-no3,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO3-GALLERY-WRAPPED-CANVAS-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.3_24x38_b076b6e0-fcb6-4495-9a7e-57c619ccf98c.png?v=1750808493,3,"",,,,,,,,,,,,,,,,,,,,lb,,,
intersecting-perspectives-no3,,,,,,,,,36x48,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO3-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-intersection_perspective-03.png?v=1750808493,4,"",,,,,,,,,,,,,,,,,,,,lb,,,
intersecting-perspectives-no3,,,,,,,,,53x72,,,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO3-GALLERY-WRAPPED-CANVAS-53X72,0.0,shopify,deny,manual,550.92,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vivid-intersecting-perspectives-no4.png?v=1750808493,5,"",,,,,,,,,,,,,,,,,,,,lb,,,
intersecting-perspectives-no3,,,,,,,,,53x72,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO3-CANVAS-ROLL-53X72,0.0,shopify,deny,manual,413.39,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Intersecting-Perspectives-3a.png?v=1750808507,6,"",,,,,,,,,,,,,,,,,,,,lb,,,
intersecting-perspectives-no3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Intersecting-Perspectives-3b.png?v=1750808507,7,"",,,,,,,,,,,,,,,,,,,,,,,
untiled-n011,Intersecting Perspectives No1,"<p>Intersecting Perspectives No.1 from the Resonating Structure collection is a compelling display of the artist's ability to invoke depth through minimalistic design. This piece strikes a commanding presence, its bold monochromatic shapes creating a stark interplay of contrast and negative space. Here, the artist employs a palette of black, white, and grays to sculpt the illusion of volume and space. The composition is both geometrically rigorous and intriguingly imprecise, suggesting a fluidity of movement within its rigid bounds. The texture applied throughout the piece gives it a tactile quality, as if the shapes are carved out of the canvas itself. Intersecting Perspectives No.1 is a masterful exercise in restraint and intentionality, where the artist uses the absence of color to emphasize form and shadow, inviting the viewer to fill the voids with personal interpretation. The artwork is a meditation on the essence of form and the space it occupies, both physically and metaphorically.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Geometric Intersect,true,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-53X72,0.0,shopify,deny,manual,550.92,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1_48x72_6a277ad7-de06-419e-9c40-bbc8340174c1.png?v=1750803306,1,"",false,Intersecting Perspectives No1 24x36 Gallery Wrapped Canvas,"Intersecting Perspectives No.1 from the Resonating Structure collection is a compelling display of the artist's ability to invoke depth through minimalistic design. This piece strikes a commanding presence, its bold monochromatic shapes creating a stark interplay of contrast and negative space. Here, the artist employs a palette of black, white, and greys to sculpt the illusion of volume and space. The composition is both geometrically rigorous and intriguingly imprecise, suggesting a fluidity of movement within its rigid bounds. The texture applied throughout the piece gives it a tactile quality, as if the shapes are carved out of the canvas itself. Intersecting Perspectives No.1 is a masterful exercise in restraint and intentionality, where the artist uses the absence of color to emphasize form and shadow, inviting the viewer to fill the voids with personal interpretation. The artwork is a meditation on the essence of form and the space it occupies, both physically and metaphorically.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,white; black; red; navy; gray; purple,gallery-wrapped; unframed; canvas,art; modern; abstract-art,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1_48x72_6a277ad7-de06-419e-9c40-bbc8340174c1.png?v=1750803306,lb,,,active
untiled-n011,,,,,,,,,53x72,,,Canvas Roll,,,,,UNTILED-N011-CANVAS-ROLL-53X72,0.0,shopify,deny,manual,413.39,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1--32x48.png?v=1750803306,2,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1_48x72_6a277ad7-de06-419e-9c40-bbc8340174c1.png?v=1750803306,lb,,,
untiled-n011,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1_24x38_7b3f11ab-6309-4dcd-b856-0b9fb6b04951.png?v=1750803306,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1--32x48.png?v=1750803306,lb,,,
untiled-n011,,,,,,,,,36x48,,,Canvas Roll,,,,,UNTILED-N011-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-Intersecting-Perspectives--01.png?v=1750803306,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1--32x48.png?v=1750803306,lb,,,
untiled-n011,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vivid-intersecting-perspectives-no2.png?v=1750803306,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1_24x38_7b3f11ab-6309-4dcd-b856-0b9fb6b04951.png?v=1750803306,lb,,,
untiled-n011,,,,,,,,,24x36,,,Canvas Roll,,,,,UNTILED-N011-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Intersecting-Perspectives-1b.png?v=1750803306,6,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.1_24x38_7b3f11ab-6309-4dcd-b856-0b9fb6b04951.png?v=1750803306,lb,,,
untiled-n011,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Intersecting-Perspectives-1a.png?v=1750803306,7,"",,,,,,,,,,,,,,,,,,,,,,,
intersecting-perspectives-no2,Intersecting Perspectives No2,"<p>Intersecting Perspectives No2 from the Geometric Intersect collection presents a bold geometric composition featuring dynamic intersecting forms that create compelling visual dialogues between different dimensional perspectives. This artwork explores the fascinating interplay that occurs when geometric shapes meet, overlap, and influence each other's visual presence. The intersecting elements generate new forms and negative spaces that weren't present in the individual components, demonstrating how geometric interaction can create emergent complexity. The composition employs strategic color placement and angular relationships to guide the viewer's eye through multiple visual pathways, each offering a different perspective on the same geometric relationships.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Geometric Intersect,false,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO2-GALLERY-WRAPPED-CANVAS-53X72,0.0,shopify,deny,manual,550.92,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2_48x72_2b153edd-5a61-44c7-8285-fdb88b9483de.png?v=1750804429,1,"",false,Intersecting Perspectives No2 24x36 Gallery Wrapped Canvas,"Intersecting Perspectives No2from the Geometric Intersect collection presents a bold geometric composition featuring dynamic intersecting forms that create compelling visual dialogues between different dimensional perspectives. This artwork explores the fascinating interplay that occurs when geometric shapes meet, overlap, and influence each other's visual presence. The intersecting elements generate new forms and negative spaces that weren't present in the individual components, demonstrating how geometric interaction can create emergent complexity. The composition employs strategic color placement and angular relationships to guide the viewer's eye through multiple visual pathways, each offering a different perspective on the same geometric relationships.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,white; black; blue; gray; red; geometric,unframed; gallery-wrapped; canvas,art; abstract-art; modern,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2_48x72_2b153edd-5a61-44c7-8285-fdb88b9483de.png?v=1750804429,lb,,,active
intersecting-perspectives-no2,,,,,,,,,53x72,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO2-CANVAS-ROLL-53X72,0.0,shopify,deny,manual,413.39,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2-32x48.png?v=1750804429,2,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2_48x72_2b153edd-5a61-44c7-8285-fdb88b9483de.png?v=1750804429,lb,,,
intersecting-perspectives-no2,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO2-GALLERY-WRAPPED-CANVAS-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2_24x38_47dd16bd-e812-41de-85be-bf6ef1e6b39f.png?v=1750804429,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2-32x48.png?v=1750804429,lb,,,
intersecting-perspectives-no2,,,,,,,,,36x48,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO2-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-intersection_perspective-02.png?v=1750804429,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2-32x48.png?v=1750804429,lb,,,
intersecting-perspectives-no2,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO2-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vivid-intersecting-perspectives-no3.png?v=1750804429,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2_24x38_47dd16bd-e812-41de-85be-bf6ef1e6b39f.png?v=1750804429,lb,,,
intersecting-perspectives-no2,,,,,,,,,24x36,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO2-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Intersecting-Perspectives-2b.png?v=1750804429,6,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-No.2_24x38_47dd16bd-e812-41de-85be-bf6ef1e6b39f.png?v=1750804429,lb,,,
intersecting-perspectives-no2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Intersecting-Perspectives-2a.png?v=1750804429,7,"",,,,,,,,,,,,,,,,,,,,,,,
intersecting-perspectives-no4,Intersecting Perspectives No4,"<p>Intersecting Perspectives No3 from the Geometric Intersect collection showcases a sophisticated geometric abstract composition featuring intersecting lines and perspective shifts that create a complex visual narrative. This artwork demonstrates how linear elements can intersect to generate new spatial relationships and dimensional illusions that challenge conventional perspective. The carefully orchestrated intersections create points of convergence and divergence that guide the viewer's eye through a maze of geometric relationships, each offering a different viewpoint on the same fundamental structure. The interplay between foreground and background elements generates depth and movement, while the strategic use of color helps differentiate between various perspective planes.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Geometric Intersect,true,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO3-GALLERY-WRAPPED-CANVAS-53X72,0.0,shopify,deny,manual,550.92,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04_48x72_ac4162d1-faab-4e2d-a968-6efa112eab97.png?v=1750816768,1,"",false,Intersecting Perspectives No3 24x36 Gallery Wrapped Canvas,"Intersecting Perspectives No3from the Geometric Intersect collection showcases a sophisticated geometric abstract composition featuring intersecting lines and perspective shifts that create a complex visual narrative. This artwork demonstrates how linear elements can intersect to generate new spatial relationships and dimensional illusions that challenge conventional perspective. The carefully orchestrated intersections create points of convergence and divergence that guide the viewer's eye through a maze of geometric relationships, each offering a different viewpoint on the same fundamental structure. The interplay between foreground and background elements generates depth and movement, while the strategic use of color helps differentiate between various perspective planes.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,white; black; pink; purple; red; blue; geometric,unframed; gallery-wrapped; canvas,modern; abstract-art; art,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04_48x72_ac4162d1-faab-4e2d-a968-6efa112eab97.png?v=1750816768,lb,,,active
intersecting-perspectives-no4,,,,,,,,,53x72,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO3-CANVAS-ROLL-53X72,0.0,shopify,deny,manual,413.39,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04-32x48.png?v=1750817141,2,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04_48x72_ac4162d1-faab-4e2d-a968-6efa112eab97.png?v=1750816768,lb,,,
intersecting-perspectives-no4,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO3-GALLERY-WRAPPED-CANVAS-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04_24x38_402b8f62-7f5c-4e41-bf6e-ff066c965526.png?v=1750817141,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04-32x48.png?v=1750817141,lb,,,
intersecting-perspectives-no4,,,,,,,,,36x48,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO3-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-intersection_perspective-04.png?v=1750817141,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04-32x48.png?v=1750817141,lb,,,
intersecting-perspectives-no4,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO3-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vivid-intersecting-perspectives-no7a.png?v=1750817141,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04_24x38_402b8f62-7f5c-4e41-bf6e-ff066c965526.png?v=1750817141,lb,,,
intersecting-perspectives-no4,,,,,,,,,24x36,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO3-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Intersecting-Perspectives-4a.png?v=1750817141,6,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-04_24x38_402b8f62-7f5c-4e41-bf6e-ff066c965526.png?v=1750817141,lb,,,
intersecting-perspectives-no4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Intersecting-Perspectives-4b.png?v=1750817165,7,"",,,,,,,,,,,,,,,,,,,,,,,
intersecting-perspectives-no5,Intersecting Perspectives No5,"<p>Intersecting Perspectives No.1 is a compelling display of the artist's ability to invoke depth through minimalistic design. This piece strikes a commanding presence, its bold monochromatic shapes creating a stark interplay of contrast and negative space. Here, the artist employs a palette of black, white, and grays to sculpt the illusion of volume and space. The composition is both geometrically rigorous and intriguingly imprecise, suggesting a fluidity of movement within its rigid bounds. The texture applied throughout the piece gives it a tactile quality, as if the shapes are carved out of the canvas itself. Intersecting Perspectives No.1 is a masterful exercise in restraint and intentionality, where the artist uses the absence of color to emphasize form and shadow, inviting the viewer to fill the voids with personal interpretation. The artwork is a meditation on the essence of form and the space it occupies, both physically and metaphorically.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Geometric Intersect,true,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-53X72,0.0,shopify,deny,manual,550.92,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-intersection_perspective-05.png?v=1750849655,1,"",false,Intersecting Perspectives No1 24x36 Gallery Wrapped Canvas,"Intersecting Perspectives No.1 from the Resonating Structure collection is a compelling display of the artist's ability to invoke depth through minimalistic design. This piece strikes a commanding presence, its bold monochromatic shapes creating a stark interplay of contrast and negative space. Here, the artist employs a palette of black, white, and greys to sculpt the illusion of volume and space. The composition is both geometrically rigorous and intriguingly imprecise, suggesting a fluidity of movement within its rigid bounds. The texture applied throughout the piece gives it a tactile quality, as if the shapes are carved out of the canvas itself. Intersecting Perspectives No.1 is a masterful exercise in restraint and intentionality, where the artist uses the absence of color to emphasize form and shadow, inviting the viewer to fill the voids with personal interpretation. The artwork is a meditation on the essence of form and the space it occupies, both physically and metaphorically.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,white; black; gray; gold,gallery-wrapped; unframed; canvas,art; modern; abstract-art,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-intersection_perspective-05.png?v=1750849655,lb,,,active
intersecting-perspectives-no5,,,,,,,,,53x72,,,Canvas Roll,,,,,UNTILED-N011-CANVAS-ROLL-53X72,0.0,shopify,deny,manual,413.39,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-05-32x48.png?v=1750849970,2,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-intersection_perspective-05.png?v=1750849655,lb,,,
intersecting-perspectives-no5,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-05_24x38_b646bcf9-e926-48f6-8a0d-73d96da7424e.png?v=1750849970,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-05-32x48.png?v=1750849970,lb,,,
intersecting-perspectives-no5,,,,,,,,,36x48,,,Canvas Roll,,,,,UNTILED-N011-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-intersection_perspective-05_1d9d290a-b8dd-4283-97c3-db315ee595bb.png?v=1750849970,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-05-32x48.png?v=1750849970,lb,,,
intersecting-perspectives-no5,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vivid-intersecting-perspectives-no6a.png?v=1750849970,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Intersecting-Perspectives-05_24x38_b646bcf9-e926-48f6-8a0d-73d96da7424e.png?v=1750849970,lb,,,
